xls,site_name,proxy,doi,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,modern_latitude,modern_longitude
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,40337.61,1,1,620.01,117.64,97.42,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,40725.72,1,1,635.14,109.23,96.07,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,41064.15,1,1,657.81,116.24,99.95,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,39807.93,1,1,543.51,159.38,112.16,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,39910.95,1,1,633.91,174.64,135.99,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,39982.67,1,1,777.11,254.7,164.11,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,40061.54,1,1,629.84,186.77,135.8,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,40110.88,1,1,726.04,245.53,187.5,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,40250.21,1,1,792.05,284.77,194.17,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,40394.07,1,1,642.2,188.13,138.09,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,40517.2,1,1,616.62,175.9,132.67,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,40648.94,1,1,705.83,219.63,159.91,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 1260,Boron Proxies,10.1029/2019PA003713,41012.33,1,1,622.44,183.41,134.57,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",9.26567,-54.54403
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,39123.61,10.28,10.28,740.87,232.54,165.71,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,39327.36,1.13,1.13,874.97,310.67,198.41,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,39958.09,2.25,2.25,759.42,242.32,188.34,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40000.18,0.76,0.76,576.99,185.06,140.16,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40031.2,2.1,2.1,1003.65,319.91,237.08,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40092.17,2.1,2.1,587.77,176.38,139.5,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40139.68,2.82,2.82,867.52,273.21,199.26,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40139.68,2.82,2.82,941.36,339.49,228.41,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40168.72,2.82,2.82,951.04,343.78,238.04,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40244.4,16.91,16.91,1120.52,465.18,326.64,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40309.35,16.95,16.95,1042.62,338.15,258.15,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40377.66,2.86,2.86,981.28,346.1,226.21,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40516.8,2.86,2.86,1425.23,562.92,361.95,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40629.24,2.55,2.55,961.71,356,229.73,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40810.32,1.35,1.35,652.87,182.93,141.43,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,40920.52,1.35,1.35,673.44,189.65,144.5,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,41129.55,1.74,1.74,576.68,185.48,147.94,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 865,Boron Proxies,10.1029/2019PA003713,41529.5,5.71,5.71,674.18,207.8,150.78,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology … this d11B data point was originally published in Edgar et al. 2015's paper on diagenetic influence on d11B",18.4404,-179.555
boron_isotopes_henehan_2020.xlsx,ODP 702,Boron Proxies,10.1029/2019PA003713,39918.62,1,1,806.61,272.59,203.02,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-50.946,-26.3686
boron_isotopes_henehan_2020.xlsx,ODP 702,Boron Proxies,10.1029/2019PA003713,40089.32,1,1,635.2,188.04,130.4,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-50.946,-26.3686
boron_isotopes_henehan_2020.xlsx,ODP 702,Boron Proxies,10.1029/2019PA003713,40109.64,1,1,656.92,216.72,146.29,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-50.946,-26.3686
boron_isotopes_henehan_2020.xlsx,ODP 702,Boron Proxies,10.1029/2019PA003713,40137.68,1,1,727.77,219.97,169.63,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-50.946,-26.3686
boron_isotopes_henehan_2020.xlsx,ODP 702,Boron Proxies,10.1029/2019PA003713,40251.94,1,1,656.26,206.71,137.06,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-50.946,-26.3686
boron_isotopes_henehan_2020.xlsx,ODP 702,Boron Proxies,10.1029/2019PA003713,40605.42,1,1,393.5,114.04,89.72,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-50.946,-26.3686
boron_isotopes_henehan_2020.xlsx,ODP 702,Boron Proxies,10.1029/2019PA003713,40816.85,1,1,819.23,254.21,173.53,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-50.946,-26.3686
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,39933.57,1,1,634.69,185.18,139.01,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,39989.67,1,1,632.22,200.21,146.25,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,40074.13,1,1,772.36,266.86,172.72,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,40115.57,1,1,677.6,246.96,171.44,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,40125.33,1,1,664.16,199.01,143.26,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,40241.51,1,1,845.44,255.92,207.81,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,40337.61,1,1,684.06,197.32,167.75,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,40725.72,1,1,601.82,164.66,136.38,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_henehan_2020.xlsx,ODP 1263,Boron Proxies,10.1029/2019PA003713,41064.15,1,1,571.54,152.76,117.75,"Henehan et al., 2020. Revisiting the Middle Eocene Climatic Optimum ‘Carbon Cycle Conundrum’ with new estimates of atmospheric pCO2 from boron isotopes. Paleoceanography and Paleoclimatology ",-28.53295,2.77957
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2337.82,,,317.42,69.57,62.55,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2346.71,,,317.56,77.29,65.95,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2352.72,,,305.94,69.28,60.3,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2362.22,,,449.9,109.25,93.14,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2372.2,,,414.51,96.21,80.34,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2381.29,,,371.26,84.44,73.31,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2389.32,,,377.05,83.78,72.31,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2410.92,,,277.5,61.69,54.14,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2424.89,,,332.1,72.86,65.5,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2451.23,,,320.23,71.83,61.9,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2474.49,,,340.33,75.21,66.63,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2500.4,,,356.63,80.17,68.93,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2501.4,,,362.03,81.02,69.29,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2521.93,,,245.97,56.27,47.87,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2545.15,,,335.45,73.61,64.8,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2561.9,,,299.51,66.83,58.81,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2579.43,,,329.81,73.35,64.4,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2594.84,,,361.67,81.91,70.45,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2615.07,,,278.52,62.35,54.57,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2624.5,,,304.93,70.03,58.91,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2630.91,,,244.92,56.44,49.1,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2648.26,,,281.85,64.04,55.43,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2664.7,,,301.61,68.88,58.84,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2673.02,,,262.67,60.38,53.36,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2680.36,,,322.77,72.18,61.33,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
boron_isotopes_martinez-boti_2015.xlsx,ODP 999,Boron Proxies,10.1038/nature14145,2686.56,,,283.78,64.46,55.82,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). \Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records.\"" Nature 518(7537): 49-54.""",12.75,-78.73
